"","region","key","value"
"1","10001","2018",810
"2","10001","2019",568
"3","10001","2020",574
"4","10001","2021",1015
"5","10002","2018",4449
"6","10002","2019",3785
"7","10002","2020",2146
"8","10002","2021",3105
"9","10003","2018",2702
"10","10003","2019",2358
"11","10003","2020",1398
"12","10003","2021",2753
"13","10004","2018",12
"14","10004","2019",26
"15","10004","2020",4
"16","10004","2021",31
"17","10005","2018",35
"18","10005","2019",19
"19","10005","2020",8
"20","10005","2021",47
"21","10006","2018",61
"22","10006","2019",30
"23","10006","2020",31
"24","10006","2021",68
"25","10007","2018",88
"26","10007","2019",100
"27","10007","2020",18
"28","10007","2021",169
"29","10009","2018",3539
"30","10009","2019",3333
"31","10009","2020",2077
"32","10009","2021",2898
"33","10010","2018",627
"34","10010","2019",573
"35","10010","2020",657
"36","10010","2021",616
"37","10011","2018",2541
"38","10011","2019",2397
"39","10011","2020",1233
"40","10011","2021",2240
"41","10012","2018",1851
"42","10012","2019",1732
"43","10012","2020",823
"44","10012","2021",1406
"45","10013","2018",1459
"46","10013","2019",1395
"47","10013","2020",737
"48","10013","2021",1367
"49","10014","2018",1943
"50","10014","2019",1408
"51","10014","2020",985
"52","10014","2021",1750
"53","10016","2018",1737
"54","10016","2019",1273
"55","10016","2020",718
"56","10016","2021",1481
"57","10017","2018",362
"58","10017","2019",301
"59","10017","2020",120
"60","10017","2021",321
"61","10018","2018",530
"62","10018","2019",499
"63","10018","2020",259
"64","10018","2021",457
"65","10019","2018",2417
"66","10019","2019",2069
"67","10019","2020",1078
"68","10019","2021",1851
"69","10021","2018",1150
"70","10021","2019",942
"71","10021","2020",410
"72","10021","2021",926
"73","10022","2018",1199
"74","10022","2019",1120
"75","10022","2020",391
"76","10022","2021",1065
"77","10023","2018",1941
"78","10023","2019",1584
"79","10023","2020",640
"80","10023","2021",1405
"81","10024","2018",2775
"82","10024","2019",2815
"83","10024","2020",1688
"84","10024","2021",2809
"85","10025","2018",5736
"86","10025","2019",7312
"87","10025","2020",3650
"88","10025","2021",4962
"89","10026","2018",4421
"90","10026","2019",5112
"91","10026","2020",3456
"92","10026","2021",4602
"93","10027","2018",7910
"94","10027","2019",7482
"95","10027","2020",4739
"96","10027","2021",7117
"97","10028","2018",1795
"98","10028","2019",1283
"99","10028","2020",795
"100","10028","2021",1501
"101","10029","2018",7634
"102","10029","2019",7153
"103","10029","2020",4073
"104","10029","2021",5625
"105","10030","2018",5101
"106","10030","2019",4516
"107","10030","2020",3613
"108","10030","2021",5311
"109","10031","2018",15470
"110","10031","2019",14651
"111","10031","2020",9009
"112","10031","2021",11377
"113","10032","2018",10551
"114","10032","2019",14248
"115","10032","2020",9284
"116","10032","2021",10630
"117","10033","2018",10826
"118","10033","2019",10378
"119","10033","2020",6920
"120","10033","2021",7452
"121","10034","2018",7911
"122","10034","2019",9332
"123","10034","2020",5525
"124","10034","2021",6032
"125","10035","2018",5497
"126","10035","2019",5525
"127","10035","2020",3331
"128","10035","2021",4850
"129","10036","2018",2364
"130","10036","2019",1908
"131","10036","2020",963
"132","10036","2021",1526
"133","10037","2018",2352
"134","10037","2019",2679
"135","10037","2020",1119
"136","10037","2021",1554
"137","10038","2018",382
"138","10038","2019",172
"139","10038","2020",84
"140","10038","2021",274
"141","10039","2018",3696
"142","10039","2019",3703
"143","10039","2020",2890
"144","10039","2021",4530
"145","10040","2018",5759
"146","10040","2019",5133
"147","10040","2020",4196
"148","10040","2021",5566
"149","10044","2018",96
"150","10044","2019",51
"151","10044","2020",31
"152","10044","2021",69
"153","10065","2018",976
"154","10065","2019",843
"155","10065","2020",425
"156","10065","2021",916
"157","10069","2018",2
"158","10069","2019",13
"159","10069","2020",1
"160","10069","2021",18
"161","10075","2018",937
"162","10075","2019",998
"163","10075","2020",491
"164","10075","2021",944
"165","10103","2018",1
"166","10112","2019",2
"167","10128","2018",1814
"168","10128","2019",1673
"169","10128","2020",765
"170","10128","2021",1868
"171","10129","2018",10
"172","10129","2019",9
"173","10129","2020",11
"174","10280","2018",23
"175","10280","2019",14
"176","10280","2020",6
"177","10280","2021",7
"178","10282","2018",31
"179","10282","2019",7
"180","10282","2020",5
"181","10282","2021",19
"182","10301","2018",2153
"183","10301","2019",2266
"184","10301","2020",1204
"185","10301","2021",1673
"186","10302","2018",623
"187","10302","2019",599
"188","10302","2020",320
"189","10302","2021",642
"190","10303","2018",1734
"191","10303","2019",1218
"192","10303","2020",956
"193","10303","2021",1183
"194","10304","2018",2545
"195","10304","2019",3042
"196","10304","2020",1531
"197","10304","2021",1681
"198","10305","2018",509
"199","10305","2019",593
"200","10305","2020",270
"201","10305","2021",430
"202","10306","2018",432
"203","10306","2019",428
"204","10306","2020",169
"205","10306","2021",374
"206","10307","2018",61
"207","10307","2019",28
"208","10307","2020",61
"209","10307","2021",35
"210","10308","2018",114
"211","10308","2019",102
"212","10308","2020",8
"213","10308","2021",118
"214","10309","2018",165
"215","10309","2019",121
"216","10309","2020",27
"217","10309","2021",100
"218","10310","2018",797
"219","10310","2019",578
"220","10310","2020",258
"221","10310","2021",500
"222","10312","2018",178
"223","10312","2019",234
"224","10312","2020",85
"225","10312","2021",177
"226","10314","2018",669
"227","10314","2019",766
"228","10314","2020",317
"229","10314","2021",664
"230","10368","2021",1
"231","10416","2018",1
"232","10416","2019",1
"233","10416","2021",1
"234","10435","2018",4
"235","10435","2019",7
"236","10451","2018",5235
"237","10451","2019",5902
"238","10451","2020",3532
"239","10451","2021",4937
"240","10452","2018",15365
"241","10452","2019",15374
"242","10452","2020",9325
"243","10452","2021",12624
"244","10453","2018",16482
"245","10453","2019",15946
"246","10453","2020",9845
"247","10453","2021",10727
"248","10454","2018",4359
"249","10454","2019",4099
"250","10454","2020",3240
"251","10454","2021",3999
"252","10455","2018",5285
"253","10455","2019",5223
"254","10455","2020",3540
"255","10455","2021",4502
"256","10456","2018",16064
"257","10456","2019",17114
"258","10456","2020",10060
"259","10456","2021",13318
"260","10457","2018",16936
"261","10457","2019",18363
"262","10457","2020",12135
"263","10457","2021",14624
"264","10458","2018",16445
"265","10458","2019",17002
"266","10458","2020",11437
"267","10458","2021",13194
"268","10459","2018",8277
"269","10459","2019",8624
"270","10459","2020",5507
"271","10459","2021",7099
"272","10460","2018",11121
"273","10460","2019",10421
"274","10460","2020",7125
"275","10460","2021",8597
"276","10461","2018",2825
"277","10461","2019",3706
"278","10461","2020",1594
"279","10461","2021",3856
"280","10462","2018",5204
"281","10462","2019",5650
"282","10462","2020",4217
"283","10462","2021",7139
"284","10463","2018",4570
"285","10463","2019",6018
"286","10463","2020",3620
"287","10463","2021",5481
"288","10464","2018",187
"289","10464","2019",214
"290","10464","2020",83
"291","10464","2021",206
"292","10465","2018",801
"293","10465","2019",748
"294","10465","2020",269
"295","10465","2021",1176
"296","10466","2018",7299
"297","10466","2019",7410
"298","10466","2020",4527
"299","10466","2021",6813
"300","10467","2018",16100
"301","10467","2019",17351
"302","10467","2020",10084
"303","10467","2021",14508
"304","10468","2018",14378
"305","10468","2019",14303
"306","10468","2020",9656
"307","10468","2021",12102
"308","10469","2018",3383
"309","10469","2019",3357
"310","10469","2020",1606
"311","10469","2021",3930
"312","10470","2018",1705
"313","10470","2019",1572
"314","10470","2020",953
"315","10470","2021",1477
"316","10471","2018",427
"317","10471","2019",352
"318","10471","2020",280
"319","10471","2021",596
"320","10472","2018",9950
"321","10472","2019",10852
"322","10472","2020",5991
"323","10472","2021",9139
"324","10473","2018",2197
"325","10473","2019",2148
"326","10473","2020",1811
"327","10473","2021",2604
"328","10474","2018",2062
"329","10474","2019",2831
"330","10474","2020",1780
"331","10474","2021",2532
"332","10475","2018",763
"333","10475","2019",922
"334","10475","2020",518
"335","10475","2021",1051
"336","11001","2018",29
"337","11001","2019",14
"338","11001","2020",3
"339","11001","2021",27
"340","11004","2018",22
"341","11004","2019",34
"342","11004","2020",16
"343","11004","2021",63
"344","11005","2021",1
"345","11040","2018",5
"346","11040","2019",2
"347","11040","2021",2
"348","11101","2018",1073
"349","11101","2019",1330
"350","11101","2020",573
"351","11101","2021",1205
"352","11102","2018",1589
"353","11102","2019",1588
"354","11102","2020",858
"355","11102","2021",1878
"356","11103","2018",1851
"357","11103","2019",1797
"358","11103","2020",940
"359","11103","2021",2359
"360","11104","2018",1129
"361","11104","2019",1103
"362","11104","2020",747
"363","11104","2021",1500
"364","11105","2018",1395
"365","11105","2019",1219
"366","11105","2020",1008
"367","11105","2021",2090
"368","11106","2018",1500
"369","11106","2019",1378
"370","11106","2020",754
"371","11106","2021",1876
"372","11109","2019",7
"373","11109","2021",1
"374","11201","2018",1765
"375","11201","2019",1596
"376","11201","2020",862
"377","11201","2021",2462
"378","11203","2018",11640
"379","11203","2019",11610
"380","11203","2020",8670
"381","11203","2021",10936
"382","11204","2018",4115
"383","11204","2019",4953
"384","11204","2020",2755
"385","11204","2021",5535
"386","11205","2018",2802
"387","11205","2019",2678
"388","11205","2020",2124
"389","11205","2021",3519
"390","11206","2018",7619
"391","11206","2019",7241
"392","11206","2020",4030
"393","11206","2021",6636
"394","11207","2018",14198
"395","11207","2019",12943
"396","11207","2020",9164
"397","11207","2021",11615
"398","11208","2018",10952
"399","11208","2019",11849
"400","11208","2020",7349
"401","11208","2021",10356
"402","11209","2018",2899
"403","11209","2019",3371
"404","11209","2020",2668
"405","11209","2021",4517
"406","11210","2018",5113
"407","11210","2019",5449
"408","11210","2020",4234
"409","11210","2021",6407
"410","11211","2018",5735
"411","11211","2019",6324
"412","11211","2020",4033
"413","11211","2021",7490
"414","11212","2018",13191
"415","11212","2019",16126
"416","11212","2020",10009
"417","11212","2021",12580
"418","11213","2018",12766
"419","11213","2019",14378
"420","11213","2020",10495
"421","11213","2021",13653
"422","11214","2018",4940
"423","11214","2019",5275
"424","11214","2020",3898
"425","11214","2021",6031
"426","11215","2018",4314
"427","11215","2019",3896
"428","11215","2020",1986
"429","11215","2021",6689
"430","11216","2018",9971
"431","11216","2019",11303
"432","11216","2020",6937
"433","11216","2021",11308
"434","11217","2018",2314
"435","11217","2019",2689
"436","11217","2020",1190
"437","11217","2021",3863
"438","11218","2018",6175
"439","11218","2019",6091
"440","11218","2020",3813
"441","11218","2021",5759
"442","11219","2018",5233
"443","11219","2019",6301
"444","11219","2020",3747
"445","11219","2021",6851
"446","11220","2018",6700
"447","11220","2019",7343
"448","11220","2020",4682
"449","11220","2021",8311
"450","11221","2018",11549
"451","11221","2019",11290
"452","11221","2020",7835
"453","11221","2021",12684
"454","11222","2018",2903
"455","11222","2019",3517
"456","11222","2020",1679
"457","11222","2021",4261
"458","11223","2018",3178
"459","11223","2019",3623
"460","11223","2020",2782
"461","11223","2021",4752
"462","11224","2018",2155
"463","11224","2019",2280
"464","11224","2020",1841
"465","11224","2021",2375
"466","11225","2018",10973
"467","11225","2019",13748
"468","11225","2020",9912
"469","11225","2021",11232
"470","11226","2018",25247
"471","11226","2019",29561
"472","11226","2020",20294
"473","11226","2021",22405
"474","11228","2018",1168
"475","11228","2019",1370
"476","11228","2020",672
"477","11228","2021",1857
"478","11229","2018",3536
"479","11229","2019",3624
"480","11229","2020",2708
"481","11229","2021",3391
"482","11230","2018",6900
"483","11230","2019",8857
"484","11230","2020",6295
"485","11230","2021",6344
"486","11231","2018",1836
"487","11231","2019",1791
"488","11231","2020",1587
"489","11231","2021",3959
"490","11232","2018",2226
"491","11232","2019",2281
"492","11232","2020",2935
"493","11232","2021",3026
"494","11233","2018",11859
"495","11233","2019",12381
"496","11233","2020",9059
"497","11233","2021",12028
"498","11234","2018",1971
"499","11234","2019",2270
"500","11234","2020",1299
"501","11234","2021",2149
"502","11235","2018",4848
"503","11235","2019",4285
"504","11235","2020",3100
"505","11235","2021",4519
"506","11236","2018",3981
"507","11236","2019",4165
"508","11236","2020",2592
"509","11236","2021",3789
"510","11237","2018",10088
"511","11237","2019",9697
"512","11237","2020",6006
"513","11237","2021",7896
"514","11238","2018",5975
"515","11238","2019",6485
"516","11238","2020",4061
"517","11238","2021",7627
"518","11239","2018",305
"519","11239","2019",332
"520","11239","2020",380
"521","11239","2021",686
"522","11249","2018",1637
"523","11249","2019",1839
"524","11249","2020",798
"525","11249","2021",1716
"526","11354","2018",1259
"527","11354","2019",1322
"528","11354","2020",884
"529","11354","2021",1795
"530","11355","2018",2462
"531","11355","2019",1976
"532","11355","2020",1371
"533","11355","2021",2315
"534","11356","2018",594
"535","11356","2019",495
"536","11356","2020",247
"537","11356","2021",924
"538","11357","2018",196
"539","11357","2019",145
"540","11357","2020",64
"541","11357","2021",206
"542","11358","2018",584
"543","11358","2019",605
"544","11358","2020",272
"545","11358","2021",884
"546","11360","2018",93
"547","11360","2019",132
"548","11360","2020",30
"549","11360","2021",317
"550","11361","2018",262
"551","11361","2019",241
"552","11361","2020",92
"553","11361","2021",439
"554","11362","2018",106
"555","11362","2019",92
"556","11362","2020",5
"557","11362","2021",148
"558","11363","2018",34
"559","11363","2019",30
"560","11363","2020",30
"561","11363","2021",55
"562","11364","2018",251
"563","11364","2019",199
"564","11364","2020",81
"565","11364","2021",374
"566","11365","2018",398
"567","11365","2019",357
"568","11365","2020",140
"569","11365","2021",925
"570","11366","2018",160
"571","11366","2019",110
"572","11366","2020",130
"573","11366","2021",164
"574","11367","2018",742
"575","11367","2019",774
"576","11367","2020",560
"577","11367","2021",1001
"578","11368","2018",4742
"579","11368","2019",4585
"580","11368","2020",2099
"581","11368","2021",5849
"582","11369","2018",870
"583","11369","2019",926
"584","11369","2020",303
"585","11369","2021",1311
"586","11370","2018",481
"587","11370","2019",540
"588","11370","2020",102
"589","11370","2021",872
"590","11372","2018",2788
"591","11372","2019",2979
"592","11372","2020",1669
"593","11372","2021",3504
"594","11373","2018",3141
"595","11373","2019",3383
"596","11373","2020",1950
"597","11373","2021",4703
"598","11374","2018",770
"599","11374","2019",1200
"600","11374","2020",673
"601","11374","2021",1071
"602","11375","2018",1262
"603","11375","2019",1256
"604","11375","2020",651
"605","11375","2021",1496
"606","11377","2018",2609
"607","11377","2019",2920
"608","11377","2020",1294
"609","11377","2021",3518
"610","11378","2018",623
"611","11378","2019",574
"612","11378","2020",184
"613","11378","2021",1176
"614","11379","2018",428
"615","11379","2019",431
"616","11379","2020",149
"617","11379","2021",1384
"618","11385","2018",5671
"619","11385","2019",6689
"620","11385","2020",3234
"621","11385","2021",8179
"622","11411","2018",238
"623","11411","2019",259
"624","11411","2020",114
"625","11411","2021",227
"626","11412","2018",1056
"627","11412","2019",924
"628","11412","2020",436
"629","11412","2021",995
"630","11413","2018",1147
"631","11413","2019",720
"632","11413","2020",357
"633","11413","2021",779
"634","11414","2018",246
"635","11414","2019",366
"636","11414","2020",137
"637","11414","2021",779
"638","11415","2018",738
"639","11415","2019",1029
"640","11415","2020",574
"641","11415","2021",678
"642","11416","2018",732
"643","11416","2019",1143
"644","11416","2020",372
"645","11416","2021",1207
"646","11417","2018",590
"647","11417","2019",714
"648","11417","2020",320
"649","11417","2021",775
"650","11418","2018",1255
"651","11418","2019",1150
"652","11418","2020",678
"653","11418","2021",1262
"654","11419","2018",1247
"655","11419","2019",1322
"656","11419","2020",474
"657","11419","2021",1365
"658","11420","2018",1125
"659","11420","2019",982
"660","11420","2020",437
"661","11420","2021",1010
"662","11421","2018",1107
"663","11421","2019",1046
"664","11421","2020",603
"665","11421","2021",1065
"666","11422","2018",663
"667","11422","2019",616
"668","11422","2020",190
"669","11422","2021",417
"670","11423","2018",724
"671","11423","2019",808
"672","11423","2020",370
"673","11423","2021",938
"674","11426","2018",81
"675","11426","2019",130
"676","11426","2020",40
"677","11426","2021",147
"678","11427","2018",311
"679","11427","2019",286
"680","11427","2020",140
"681","11427","2021",283
"682","11428","2018",375
"683","11428","2019",329
"684","11428","2020",180
"685","11428","2021",306
"686","11429","2018",583
"687","11429","2019",357
"688","11429","2020",208
"689","11429","2021",452
"690","11430","2021",3
"691","11432","2018",2563
"692","11432","2019",2489
"693","11432","2020",1481
"694","11432","2021",2957
"695","11433","2018",1828
"696","11433","2019",1740
"697","11433","2020",741
"698","11433","2021",1722
"699","11434","2018",1897
"700","11434","2019",1490
"701","11434","2020",949
"702","11434","2021",1578
"703","11435","2018",1899
"704","11435","2019",1817
"705","11435","2020",1073
"706","11435","2021",2202
"707","11436","2018",536
"708","11436","2019",455
"709","11436","2020",305
"710","11436","2021",505
"711","11452","2018",5
"712","11452","2019",5
"713","11452","2020",26
"714","11452","2021",13
"715","11691","2018",4177
"716","11691","2019",4840
"717","11691","2020",2962
"718","11691","2021",4558
"719","11692","2018",1695
"720","11692","2019",1141
"721","11692","2020",1536
"722","11692","2021",1418
"723","11693","2018",349
"724","11693","2019",414
"725","11693","2020",136
"726","11693","2021",374
"727","11694","2018",738
"728","11694","2019",697
"729","11694","2020",417
"730","11694","2021",976
"731","11697","2018",1
"732","11697","2019",11
"733","11697","2021",1
